300.000000	2502.903651
600.000000	2364.298200
900.000000	2359.090915
1200.000000	2359.090909
1500.000000	2260.000000
1800.000000	2216.666667
2100.000000	2216.666667
2400.000000	2072.903651
2700.000000	2070.729795
3000.000000	2069.322627
3300.000000	2067.876290
3600.000000	2066.580925
3900.000000	2065.179296
4200.000000	2063.985820
4500.000000	2063.159976
4800.000000	1964.296821
5100.000000	1964.292668
5400.000000	1964.289587
5700.000000	1964.288139
6000.000000	1964.287065
6300.000000	1964.286466
6600.000000	1964.286185
6900.000000	1925.002086
7200.000000	1925.001417
7500.000000	1925.000873
7800.000000	1925.000538
8100.000000	1925.000365
8400.000000	1925.000225
8700.000000	1925.000153
9000.000000	1925.000094
9300.000000	1925.000064
9600.000000	1925.000039
9900.000000	1859.090919
10200.000000	1859.090916
10500.000000	1841.666667
10800.000000	1841.666667
11100.000000	1841.666667
11400.000000	1841.666667
11700.000000	1841.666667
12000.000000	1841.666667
12300.000000	1841.666667
12600.000000	1841.666667
12900.000000	1841.666667
13200.000000	1841.666667
13500.000000	1841.666667
13800.000000	1841.666667
14100.000000	1841.666667
14400.000000	1841.666667
14700.000000	1841.666667
15000.000000	1841.666667
15300.000000	1790.000000
15600.000000	1790.000000
15900.000000	1790.000000
16200.000000	1790.000000
16500.000000	1790.000000
16800.000000	1790.000000
17100.000000	1790.000000
17400.000000	1790.000000
17700.000000	1759.552981
18000.000000	1759.309557
18300.000000	1759.007383
18600.000000	1758.767317
18900.000000	1758.469312
19200.000000	1758.173597
19500.000000	1757.938662
19800.000000	1757.647027
20100.000000	1757.415333
