
11.111110	13.050000	1208.055490
13.111110	11.250000	1218.055490
11.111110	13.371429	1224.126918
13.111110	11.571429	1234.126918
11.000000	13.800000	1240.000002
11.111110	13.800000	1245.555490
13.000000	12.000000	1250.000002
15.111110	9.964286	1253.769775
9.111110	16.071429	1259.126918
11.000001	14.222222	1261.111155
15.111110	10.285714	1269.841204
11.000000	14.500000	1275.000000
11.000001	14.500000	1275.000044
11.111110	14.400000	1275.555490
9.111110	16.500000	1280.555490
15.000000	10.714286	1285.714288
15.000001	10.793651	1289.682584
10.000015	15.833333	1291.667430
11.000001	14.857143	1292.857187
15.000000	11.071429	1303.571429
9.000000	17.100000	1305.000002
13.000000	13.200000	1310.000000
9.111110	17.100000	1310.555490
9.000001	17.222222	1311.111155
15.000000	11.314286	1315.714288
11.000000	15.333333	1316.666667
13.000015	13.333333	1316.667430
11.000613	15.400000	1320.030638
15.111110	11.314286	1321.269775
15.000001	11.428571	1321.428615
13.000000	13.444444	1322.222222
9.000000	17.500000	1325.000000
9.000001	17.500000	1325.000044
15.000000	11.628571	1331.428571
11.000000	15.644444	1332.222222
10.000015	16.666667	1333.334097
17.000001	9.722222	1336.111155
17.000000	9.750000	1337.500002
9.000000	17.857143	1342.857143
17.111110	9.750000	1343.055490
15.000613	11.873016	1343.681432
15.000001	11.904762	1345.238139
11.000613	15.950000	1347.530638
13.000000	14.000000	1350.000000
9.000000	18.000000	1350.000002
13.025722	14.000000	1351.286099
13.000000	14.142857	1357.142857
15.000000	12.178571	1358.928571
13.000000	14.181818	1359.090909
15.000000	12.214286	1360.714288
15.111110	12.214286	1366.269775
9.000001	18.333333	1366.666711
11.000613	16.342857	1367.173495
17.000000	10.357143	1367.857143
7.111110	20.250000	1368.055490
13.000000	14.400000	1370.000000
17.000613	10.450000	1372.530638
15.000000	12.467532	1373.376623
17.025722	10.500000	1376.286099
7.000000	20.571429	1378.571431
15.000613	12.571429	1378.602066
13.000000	14.666667	1383.333333
13.000613	14.666667	1383.363971
15.000000	12.685714	1384.285714
17.000613	10.694444	1384.752860
9.000613	18.700000	1385.030638
11.000000	16.800000	1390.000000
11.000000	16.800000	1390.000002
13.428881	14.400000	1391.444046
17.000001	10.833333	1391.666711
15.000000	12.857143	1392.857143
11.000613	16.866667	1393.363971
19.000001	8.888889	1394.444488
9.000000	18.944444	1397.222222
15.000000	12.952381	1397.619048
15.125614	12.857143	1399.137830
13.000000	15.000000	1400.000000
13.000000	15.000000	1400.000000
11.000001	17.000000	1400.000044
17.000613	11.000000	1400.030638
15.000000	13.095238	1404.761905
13.111110	15.000000	1405.555490
19.000000	9.166667	1408.333333
19.000001	9.166667	1408.333377
9.000000	19.250000	1412.500000
17.000000	11.250000	1412.500002
15.000000	13.285714	1414.285714
19.000000	9.333333	1416.666667
19.000000	9.333333	1416.666667
19.025722	9.333333	1417.952766
13.000000	15.363636	1418.181818
17.000000	11.392857	1419.642857
13.000000	15.400000	1420.000000
